city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Foreston,Foreston,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,45.7321,-93.7095,520,140,polygon,FALSE,TRUE,America/Chicago,3,56330,1840007760
Pine Springs,Pine Springs,MN,Minnesota,27163,Washington,27163,Washington,45.0368,-92.9543,396,198,polygon,FALSE,TRUE,America/Chicago,3,55128 55115,1840008915
Underwood,Underwood,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.287,-95.8721,357,241,polygon,FALSE,TRUE,America/Chicago,3,56586,1840009975
Ramsey,Ramsey,MN,Minnesota,27003,Anoka,27003,Anoka,45.2617,-93.4494,26587,355,polygon,FALSE,TRUE,America/Chicago,3,55303,1840008904
Ghent,Ghent,MN,Minnesota,27083,Lyon,27083,Lyon,44.5116,-95.8926,369,455,polygon,FALSE,TRUE,America/Chicago,3,56239,1840007878
Litchfield,Litchfield,MN,Minnesota,27093,Meeker,27093,Meeker,45.1221,-94.5255,6529,577,polygon,FALSE,TRUE,America/Chicago,3,55355,1840008912
Coates,Coates,MN,Minnesota,27037,Dakota,27037,Dakota,44.716,-93.0323,159,44,polygon,FALSE,TRUE,America/Chicago,3,55068,1840006767
Spicer,Spicer,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.2329,-94.9401,1200,391,polygon,FALSE,TRUE,America/Chicago,3,56288,1840008906
Brooten,Brooten,MN,Minnesota,27145,Stearns,27145,Stearns,45.5003,-95.1162,745,187,polygon,FALSE,TRUE,America/Chicago,3,56316,1840004017
Two Harbors,Two Harbors,MN,Minnesota,27075,Lake,27075,Lake,47.03,-91.675,3370,414,polygon,FALSE,TRUE,America/Chicago,3,55616,1840009960
Osage,Osage,MN,Minnesota,27005,Becker,27005,Becker,46.9283,-95.2586,325,46,polygon,FALSE,FALSE,America/Chicago,3,56570,1840025259
Delano,Delano,MN,Minnesota,27171,Wright,27171,Wright,45.038,-93.7923,5827,568,polygon,FALSE,TRUE,America/Chicago,3,55328,1840006710
Crosby,Crosby,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4892,-93.9573,3416,306,polygon,FALSE,TRUE,America/Chicago,3,56441,1840006640
Kelliher,Kelliher,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.9438,-94.4446,268,47,polygon,FALSE,TRUE,America/Chicago,3,56650,1840007699
Mendota Heights,Mendota Heights,MN,Minnesota,27037,Dakota,27037,Dakota,44.8815,-93.14,11343,481,polygon,FALSE,TRUE,America/Chicago,3,55120 55118 55150,1840007855
Lake City,Lake City,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.4453,-92.2796,5149,440,polygon,FALSE,TRUE,America/Chicago,3,55041,1840000321
Pine River,Pine River,MN,Minnesota,27021,Cass,27021,Cass,46.7225,-94.3975,928,296,polygon,FALSE,TRUE,America/Chicago,3,56474,1840008837
Trail,Trail,MN,Minnesota,27119,Polk,27119,Polk,47.7833,-95.6981,46,17,polygon,FALSE,TRUE,America/Chicago,3,56684,1840009961
Lake Lillian,Lake Lillian,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,44.9458,-94.88,235,200,polygon,FALSE,TRUE,America/Chicago,3,56253,1840007803
Farwell,Farwell,MN,Minnesota,27121,Pope,27121,Pope,45.7524,-95.6189,51,76,polygon,FALSE,TRUE,America/Chicago,3,56327,1840007787
Bena,Bena,MN,Minnesota,27021,Cass,27021,Cass,47.3404,-94.206,121,92,polygon,FALSE,TRUE,America/Chicago,3,56626,1840006624
Blaine,Blaine,MN,Minnesota,27003,Anoka,27003,Anoka,45.1696,-93.2078,64557,757,polygon,FALSE,TRUE,America/Chicago,3,55014 55434 55449,1840006719
Hadley,Hadley,MN,Minnesota,27101,Murray,27101,Murray,43.9987,-95.8575,57,77,polygon,FALSE,TRUE,America/Chicago,3,56151,1840006803
Alvarado,Alvarado,MN,Minnesota,27089,Marshall,27089,Marshall,48.1929,-96.9985,360,665,polygon,FALSE,TRUE,America/Chicago,3,56710,1840006596
Harding,Harding,MN,Minnesota,27097,Morrison,27097,Morrison,46.1191,-94.0368,125,15,polygon,FALSE,TRUE,America/Chicago,3,56364,1840006671
Rutledge,Rutledge,MN,Minnesota,27115,Pine,27115,Pine,46.257,-92.8696,221,28,polygon,FALSE,TRUE,America/Chicago,3,55704 55795,1840008857
Moose Lake,Moose Lake,MN,Minnesota,27017,Carlton,27017,Carlton,46.4445,-92.7634,3132,351,polygon,FALSE,TRUE,America/Chicago,3,55767,1840007743
Brownton,Brownton,MN,Minnesota,27085,McLeod,27085,McLeod,44.7326,-94.3507,731,711,polygon,FALSE,TRUE,America/Chicago,3,55312,1840006754
Clarissa,Clarissa,MN,Minnesota,27153,Todd,27153,Todd,46.1284,-94.949,653,248,polygon,FALSE,TRUE,America/Chicago,3,56440,1840006665
Houston,Houston,MN,Minnesota,27055,Houston,27055,Houston,43.7581,-91.5707,960,294,polygon,FALSE,TRUE,America/Chicago,3,55943,1840006835
Redby,Redby,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.8717,-94.9184,1405,100,polygon,FALSE,FALSE,America/Chicago,3,56671 56670,1840003995
Red Wing,Red Wing,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.5816,-92.6036,14325,181,polygon,FALSE,TRUE,America/Chicago,3,55089 55066,1840008959
Karlstad,Karlstad,MN,Minnesota,27069,Kittson,27069,Kittson,48.578,-96.5169,714,183,polygon,FALSE,TRUE,America/Chicago,3,56732,1840007677
McGrath,McGrath,MN,Minnesota,27001,Aitkin,27001,Aitkin,46.2421,-93.2751,74,77,polygon,FALSE,TRUE,America/Chicago,3,56350,1840007732
Worthington,Worthington,MN,Minnesota,27105,Nobles,27105,Nobles,43.6282,-95.599,13093,657,polygon,FALSE,TRUE,America/Chicago,3,56187,1840010036
Warren,Warren,MN,Minnesota,27089,Marshall,27089,Marshall,48.194,-96.7688,1554,413,polygon,FALSE,TRUE,America/Chicago,3,56762,1840009957
Buhl,Buhl,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.4994,-92.7692,982,114,polygon,FALSE,TRUE,America/Chicago,3,55713 55710 55758,1840006587
Big Lake,Big Lake,MN,Minnesota,27141,Sherburne,27141,Sherburne,45.3416,-93.7431,10915,598,polygon,FALSE,TRUE,America/Chicago,3,55309,1840006701
Frontenac,Frontenac,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.5061,-92.3511,184,38,polygon,FALSE,FALSE,America/Chicago,3,55026 55066 55041,1840025353
Tyler,Tyler,MN,Minnesota,27081,Lincoln,27081,Lincoln,44.2786,-96.1355,1082,218,polygon,FALSE,TRUE,America/Chicago,3,56178,1840010019
Beardsley,Beardsley,MN,Minnesota,27011,Big Stone,27011,Big Stone,45.5577,-96.7139,215,176,polygon,FALSE,TRUE,America/Chicago,3,56211,1840006698
Morris,Morris,MN,Minnesota,27149,Stevens,27149,Stevens,45.5855,-95.9048,5134,437,polygon,FALSE,TRUE,America/Chicago,3,56267,1840007786
Nevis,Nevis,MN,Minnesota,27057,Hubbard,27057,Hubbard,46.9646,-94.8425,411,171,polygon,FALSE,TRUE,America/Chicago,3,56467,1840007723
Deer River,Deer River,MN,Minnesota,27061,Itasca,27061,Itasca,47.3409,-93.7961,934,281,polygon,FALSE,TRUE,America/Chicago,3,56636,1840006614
Genola,Genola,MN,Minnesota,27097,Morrison,27097,Morrison,45.9653,-94.1129,67,84,polygon,FALSE,TRUE,America/Chicago,3,56364,1840007757
Jasper,Jasper,MN,Minnesota,27117,Pipestone,27117|27133,Pipestone|Rock,43.8491,-96.3999,601,227,polygon,FALSE,TRUE,America/Chicago,3,56144,1840007907
Baxter,Baxter,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.3426,-94.2794,8278,169,polygon,FALSE,TRUE,America/Chicago,3,56425,1840006643
Belgrade,Belgrade,MN,Minnesota,27145,Stearns,27145,Stearns,45.4507,-94.9998,773,246,polygon,FALSE,TRUE,America/Chicago,3,56312,1840006685
Morton,Morton,MN,Minnesota,27129,Renville,27129,Renville,44.5534,-94.985,378,120,polygon,FALSE,TRUE,America/Chicago,3,56270,1840007862
Elk River,Elk River,MN,Minnesota,27141,Sherburne,27141,Sherburne,45.3314,-93.567,24506,223,polygon,FALSE,TRUE,America/Chicago,3,55330,1840007794
Ihlen,Ihlen,MN,Minnesota,27117,Pipestone,27117,Pipestone,43.9122,-96.3709,66,67,polygon,FALSE,TRUE,America/Chicago,3,56140 56144,1840006799
Howard Lake,Howard Lake,MN,Minnesota,27171,Wright,27171,Wright,45.0605,-94.067,2054,427,polygon,FALSE,TRUE,America/Chicago,3,55349 55575,1840006709
Ceylon,Ceylon,MN,Minnesota,27091,Martin,27091,Martin,43.5329,-94.6307,344,260,polygon,FALSE,TRUE,America/Chicago,3,56121,1840006843
Cromwell,Cromwell,MN,Minnesota,27017,Carlton,27017,Carlton,46.6795,-92.873,231,48,polygon,FALSE,TRUE,America/Chicago,3,55726,1840006647
Marine on St. Croix,Marine on St. Croix,MN,Minnesota,27163,Washington,27163,Washington,45.1983,-92.7783,714,70,polygon,FALSE,TRUE,America/Chicago,3,55047,1840007810
Hill City,Hill City,MN,Minnesota,27001,Aitkin,27001,Aitkin,46.983,-93.5959,591,204,polygon,FALSE,TRUE,America/Chicago,3,55748,1840000191
Audubon,Audubon,MN,Minnesota,27005,Becker,27005,Becker,46.8629,-95.9809,530,371,polygon,FALSE,TRUE,America/Chicago,3,56511,1840006631
Austin,Austin,MN,Minnesota,27099,Mower,27099,Mower,43.6722,-92.9761,25321,767,polygon,FALSE,TRUE,America/Chicago,3,55912,1840006830
Flensburg,Flensburg,MN,Minnesota,27097,Morrison,27097,Morrison,45.948,-94.5301,227,12,polygon,FALSE,TRUE,America/Chicago,3,56328 56345 56382,1840007756
Echo,Echo,MN,Minnesota,27173,Yellow Medicine,27173,Yellow Medicine,44.6218,-95.4115,257,98,polygon,FALSE,TRUE,America/Chicago,3,56237,1840007850
Evansville,Evansville,MN,Minnesota,27041,Douglas,27041,Douglas,46.0062,-95.6869,599,295,polygon,FALSE,TRUE,America/Chicago,3,56326,1840007768
Georgetown,Georgetown,MN,Minnesota,27027,Clay,27027,Clay,47.0784,-96.7959,127,48,polygon,FALSE,TRUE,America/Chicago,3,56546,1840007729
Hartland,Hartland,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.8042,-93.4844,309,441,polygon,FALSE,TRUE,America/Chicago,3,56042,1840006826
Wendell,Wendell,MN,Minnesota,27051,Grant,27051,Grant,46.0359,-96.1008,162,62,polygon,FALSE,TRUE,America/Chicago,3,56590,1840009985
Askov,Askov,MN,Minnesota,27115,Pine,27115,Pine,46.1886,-92.7824,354,108,polygon,FALSE,TRUE,America/Chicago,3,55704,1840006660
New Hope,New Hope,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0375,-93.3869,21063,1608,polygon,FALSE,TRUE,America/Chicago,3,55427 55428,1840007829
Annandale,Annandale,MN,Minnesota,27171,Wright,27171,Wright,45.2598,-94.1206,3405,429,polygon,FALSE,TRUE,America/Chicago,3,55302,1840006707
White Bear Lake,White Bear Lake,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0655,-93.015,25888,1230,polygon,FALSE,TRUE,America/Chicago,3,55110,1840010005
Steen,Steen,MN,Minnesota,27133,Rock,27133,Rock,43.5143,-96.2631,172,151,polygon,FALSE,TRUE,America/Chicago,3,56173,1840008997
Holland,Holland,MN,Minnesota,27117,Pipestone,27117,Pipestone,44.0897,-96.1945,164,70,polygon,FALSE,TRUE,America/Chicago,3,56139,1840006798
St. Rosa,St. Rosa,MN,Minnesota,27145,Stearns,27145,Stearns,45.7286,-94.7162,73,76,polygon,FALSE,TRUE,America/Chicago,3,56352 56331,1840008884
Miesville,Miesville,MN,Minnesota,27037,Dakota,27037,Dakota,44.599,-92.8196,124,27,polygon,FALSE,TRUE,America/Chicago,3,55009 55033,1840007857
Clear Lake,Clear Lake,MN,Minnesota,27141,Sherburne,27141,Sherburne,45.4463,-93.9985,683,257,polygon,FALSE,TRUE,America/Chicago,3,55319,1840006699
Pemberton,Pemberton,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.0085,-93.7837,240,493,polygon,FALSE,TRUE,America/Chicago,3,56078,1840008978
Bertha,Bertha,MN,Minnesota,27153,Todd,27153,Todd,46.2671,-95.0618,472,168,polygon,FALSE,TRUE,America/Chicago,3,56437,1840006666
Montgomery,Montgomery,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.4451,-93.5797,2581,455,polygon,FALSE,TRUE,America/Chicago,3,56069,1840007883
Claremont,Claremont,MN,Minnesota,27039,Dodge,27039,Dodge,44.0449,-92.9976,542,191,polygon,FALSE,TRUE,America/Chicago,3,55924,1840006806
Oak Park Heights,Oak Park Heights,MN,Minnesota,27163,Washington,27163,Washington,45.0324,-92.8099,4918,655,polygon,FALSE,TRUE,America/Chicago,3,55082,1840007812
Sedan,Sedan,MN,Minnesota,27121,Pope,27121,Pope,45.5782,-95.2451,47,37,polygon,FALSE,TRUE,America/Chicago,3,56334,1840008891
Herman,Herman,MN,Minnesota,27051,Grant,27051,Grant,45.8105,-96.1414,437,152,polygon,FALSE,TRUE,America/Chicago,3,56248,1840006677
Dent,Dent,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.5527,-95.7187,189,199,polygon,FALSE,TRUE,America/Chicago,3,56528,1840006656
Waldorf,Waldorf,MN,Minnesota,27161,Waseca,27161,Waseca,43.9332,-93.6976,227,231,polygon,FALSE,TRUE,America/Chicago,3,56091,1840010029
Brewster,Brewster,MN,Minnesota,27105,Nobles,27105,Nobles,43.6973,-95.4645,475,132,polygon,FALSE,TRUE,America/Chicago,3,56119,1840004168
Eden Prairie,Eden Prairie,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.8488,-93.4595,64400,764,polygon,FALSE,TRUE,America/Chicago,3,55344 55346 55347,1840007821
Round Lake,Round Lake,MN,Minnesota,27105,Nobles,27105,Nobles,43.5372,-95.4705,374,210,polygon,FALSE,TRUE,America/Chicago,3,56167,1840008999
Tamarack,Tamarack,MN,Minnesota,27001,Aitkin,27001,Aitkin,46.653,-93.125,90,9,polygon,FALSE,TRUE,America/Chicago,3,55787,1840008841
Manchester,Manchester,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.7256,-93.4511,55,285,polygon,FALSE,TRUE,America/Chicago,3,56007 56009,1840009001
Vermillion,Vermillion,MN,Minnesota,27037,Dakota,27037,Dakota,44.6735,-92.9643,422,165,polygon,FALSE,TRUE,America/Chicago,3,55085 55033,1840010011
Gilman,Gilman,MN,Minnesota,27009,Benton,27009,Benton,45.7353,-93.9483,218,172,polygon,FALSE,TRUE,America/Chicago,3,56329,1840007777
Breezy Point,Breezy Point,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.6081,-94.218,2381,78,polygon,FALSE,TRUE,America/Chicago,3,56472,1840004002
Nisswa,Nisswa,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.5003,-94.2977,2034,72,polygon,FALSE,TRUE,America/Chicago,3,56468,1840007740
Spring Hill,Spring Hill,MN,Minnesota,27145,Stearns,27145,Stearns,45.5233,-94.8317,94,50,polygon,FALSE,TRUE,America/Chicago,3,56352,1840008874
Little Canada,Little Canada,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.0244,-93.0863,10477,1036,polygon,FALSE,TRUE,America/Chicago,3,55117,1840008936
Hector,Hector,MN,Minnesota,27129,Renville,27129,Renville,44.7413,-94.712,1060,226,polygon,FALSE,TRUE,America/Chicago,3,55342,1840006774
Lastrup,Lastrup,MN,Minnesota,27097,Morrison,27097,Morrison,46.0398,-94.0621,99,103,polygon,FALSE,TRUE,America/Chicago,3,56364 56344,1840007759
Wolverton,Wolverton,MN,Minnesota,27167,Wilkin,27167,Wilkin,46.563,-96.7363,134,148,polygon,FALSE,TRUE,America/Chicago,3,56594,1840009979
Holloway,Holloway,MN,Minnesota,27151,Swift,27151,Swift,45.2441,-95.9112,87,23,polygon,FALSE,TRUE,America/Chicago,3,56208 56249,1840006728
Hardwick,Hardwick,MN,Minnesota,27133,Rock,27133,Rock,43.7742,-96.1975,188,41,polygon,FALSE,TRUE,America/Chicago,3,56134,1840006818
Beaulieu,Beaulieu,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.3389,-95.8054,37,3,polygon,FALSE,FALSE,America/Chicago,3,56557,1840023820
Andover,Andover,MN,Minnesota,27003,Anoka,27003,Anoka,45.2571,-93.3265,32902,374,polygon,FALSE,TRUE,America/Chicago,3,55304,1840006716
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns,27145|27141|27009,Stearns|Sherburne|Benton,45.5339,-94.1718,114225,656,polygon,FALSE,TRUE,America/Chicago,2,56304 56301 56303 56302 56372 56393 56395 56396,1840008881
Maynard,Maynard,MN,Minnesota,27023,Chippewa,27023,Chippewa,44.9056,-95.4687,351,226,polygon,FALSE,TRUE,America/Chicago,3,56260,1840007835
Dundee,Dundee,MN,Minnesota,27105,Nobles,27105,Nobles,43.844,-95.4666,69,86,polygon,FALSE,TRUE,America/Chicago,3,56131,1840007926
Chanhassen,Chanhassen,MN,Minnesota,27019,Carver,27019,Carver,44.8544,-93.5621,25558,483,polygon,FALSE,TRUE,America/Chicago,3,55331 55317 55318,1840006759
Melrose,Melrose,MN,Minnesota,27145,Stearns,27145,Stearns,45.6758,-94.8129,3138,447,polygon,FALSE,TRUE,America/Chicago,3,56352,1840007782
Bruno,Bruno,MN,Minnesota,27115,Pine,27115,Pine,46.281,-92.668,99,38,polygon,FALSE,TRUE,America/Chicago,3,55712,1840006659
Badger,Badger,MN,Minnesota,27135,Roseau,27135,Roseau,48.7768,-96.0213,360,104,polygon,FALSE,TRUE,America/Chicago,3,56714,1840006585
Eyota,Eyota,MN,Minnesota,27109,Olmsted,27109,Olmsted,43.9883,-92.2321,2015,461,polygon,FALSE,TRUE,America/Chicago,3,55934,1840007916
Mazeppa,Mazeppa,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.2737,-92.5402,840,299,polygon,FALSE,TRUE,America/Chicago,3,55956,1840007899
Avon,Avon,MN,Minnesota,27145,Stearns,27145,Stearns,45.6094,-94.4609,1550,436,polygon,FALSE,TRUE,America/Chicago,3,56310,1840006684
Barrett,Barrett,MN,Minnesota,27051,Grant,27051,Grant,45.9124,-95.8943,409,75,polygon,FALSE,TRUE,America/Chicago,3,56311,1840006676
St. Marys Point,St. Marys Point,MN,Minnesota,27163,Washington,27163,Washington,44.9129,-92.7703,386,386,polygon,FALSE,TRUE,America/Chicago,3,55043,1840008916
St. Bonifacius,St. Bonifacius,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9053,-93.7474,2388,886,polygon,FALSE,TRUE,America/Chicago,3,55375,1840008934
Gilbert,Gilbert,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.4913,-92.4612,1796,59,polygon,FALSE,TRUE,America/Chicago,3,55734 55741,1840007689
Hermantown,Hermantown,MN,Minnesota,27137,St. Louis,27137,St. Louis,46.8058,-92.2407,9513,106,polygon,FALSE,TRUE,America/Chicago,3,55814 55810 55811,1840006593
Mapleview,Mapleview,MN,Minnesota,27099,Mower,27099,Mower,43.6901,-92.974,174,360,polygon,FALSE,TRUE,America/Chicago,3,55912,1840009003
Balaton,Balaton,MN,Minnesota,27083,Lyon,27083,Lyon,44.2331,-95.8707,628,167,polygon,FALSE,TRUE,America/Chicago,3,56115,1840006787
Ellsworth,Ellsworth,MN,Minnesota,27105,Nobles,27105,Nobles,43.5206,-96.0186,465,272,polygon,FALSE,TRUE,America/Chicago,3,56129,1840007927
Watkins,Watkins,MN,Minnesota,27093,Meeker,27093,Meeker,45.3153,-94.412,942,521,polygon,FALSE,TRUE,America/Chicago,3,55389,1840009996
Maple Grove,Maple Grove,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1089,-93.4626,71066,842,polygon,FALSE,TRUE,America/Chicago,3,55369 55311,1840008923
Sauk Centre,Sauk Centre,MN,Minnesota,27145,Stearns,27145,Stearns,45.736,-94.9523,4313,408,polygon,FALSE,TRUE,America/Chicago,3,56378,1840008887
Richfield,Richfield,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.8762,-93.2833,36151,2076,polygon,FALSE,TRUE,America/Chicago,2,55423,1840008930
Kingston,Kingston,MN,Minnesota,27093,Meeker,27093,Meeker,45.196,-94.3109,161,112,polygon,FALSE,TRUE,America/Chicago,3,55325,1840007807
Wadena,Wadena,MN,Minnesota,27159,Wadena,27159|27111,Wadena|Otter Tail,46.4453,-95.1281,3915,291,polygon,FALSE,TRUE,America/Chicago,3,56482,1840009971
Millerville,Millerville,MN,Minnesota,27041,Douglas,27041,Douglas,46.0691,-95.5571,104,46,polygon,FALSE,TRUE,America/Chicago,3,56315,1840007772
McKinley,McKinley,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.509,-92.4057,124,32,polygon,FALSE,TRUE,America/Chicago,3,55741,1840007690
Hamburg,Hamburg,MN,Minnesota,27019,Carver,27019,Carver,44.7328,-93.9646,526,984,polygon,FALSE,TRUE,America/Chicago,3,55339,1840006761
Albert Lea,Albert Lea,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.6546,-93.3641,17558,519,polygon,FALSE,TRUE,America/Chicago,3,56007,1840006824
Homer,Homer,MN,Minnesota,27169,Winona,27169,Winona,44.0084,-91.5601,190,61,polygon,FALSE,FALSE,America/Chicago,3,55987,1840025395
Freeport,Freeport,MN,Minnesota,27145,Stearns,27145,Stearns,45.6627,-94.6888,666,221,polygon,FALSE,TRUE,America/Chicago,3,56331,1840007779
Garden City,Garden City,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.0485,-94.1713,344,74,polygon,FALSE,FALSE,America/Chicago,3,56034,1840025379
Kimball,Kimball,MN,Minnesota,27145,Stearns,27145,Stearns,45.3144,-94.3008,791,201,polygon,FALSE,TRUE,America/Chicago,3,55353,1840007784
Eden Valley,Eden Valley,MN,Minnesota,27093,Meeker,27093|27145,Meeker|Stearns,45.3262,-94.5455,1034,329,polygon,FALSE,TRUE,America/Chicago,3,55329,1840007806
Utica,Utica,MN,Minnesota,27169,Winona,27169,Winona,43.9772,-91.9494,281,109,polygon,FALSE,TRUE,America/Chicago,3,55979,1840010033
Hendricks,Hendricks,MN,Minnesota,27081,Lincoln,27081,Lincoln,44.5076,-96.4281,679,280,polygon,FALSE,TRUE,America/Chicago,3,56136,1840006785
Raymond,Raymond,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.0186,-95.2369,754,323,polygon,FALSE,TRUE,America/Chicago,3,56282,1840008910
Sauk Rapids,Sauk Rapids,MN,Minnesota,27009,Benton,27009,Benton,45.598,-94.154,13722,855,polygon,FALSE,TRUE,America/Chicago,3,56379,1840008873
Storden,Storden,MN,Minnesota,27033,Cottonwood,27033,Cottonwood,44.0396,-95.3193,207,360,polygon,FALSE,TRUE,America/Chicago,3,56174,1840008988
Shakopee,Shakopee,MN,Minnesota,27139,Scott,27139,Scott,44.7744,-93.4764,40893,561,polygon,FALSE,TRUE,America/Chicago,3,55379,1840008955
Sunburg,Sunburg,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.3476,-95.24,99,80,polygon,FALSE,TRUE,America/Chicago,3,56289,1840008907
East Grand Forks,East Grand Forks,MN,Minnesota,27119,Polk,27119,Polk,47.9284,-97.0138,8631,568,polygon,FALSE,TRUE,America/Chicago,3,56721,1840007700
Grand Rapids,Grand Rapids,MN,Minnesota,27061,Itasca,27061,Itasca,47.238,-93.5327,9603,192,polygon,FALSE,TRUE,America/Chicago,3,55744 55730 55745,1840007714
Lake George,Lake George,MN,Minnesota,27057,Hubbard,27057,Hubbard,47.1881,-94.9801,220,18,polygon,FALSE,FALSE,America/Chicago,3,56458,1840025255
Federal Dam,Federal Dam,MN,Minnesota,27021,Cass,27021,Cass,47.2407,-94.219,110,22,polygon,FALSE,TRUE,America/Chicago,3,56641,1840007721
Gully,Gully,MN,Minnesota,27119,Polk,27119,Polk,47.7684,-95.6229,67,105,polygon,FALSE,TRUE,America/Chicago,3,56646,1840006606
Trommald,Trommald,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.5058,-94.0154,101,10,polygon,FALSE,TRUE,America/Chicago,3,56441,1840009972
Wheaton,Wheaton,MN,Minnesota,27155,Traverse,27155,Traverse,45.8059,-96.498,1316,292,polygon,FALSE,TRUE,America/Chicago,3,56296,1840009987
Paynesville,Paynesville,MN,Minnesota,27145,Stearns,27145,Stearns,45.3785,-94.7217,2494,414,polygon,FALSE,TRUE,America/Chicago,3,56362,1840008875
Dakota,Dakota,MN,Minnesota,27169,Winona,27169,Winona,43.9106,-91.3605,308,215,polygon,FALSE,TRUE,America/Chicago,3,55925,1840006812
St. Joseph,St. Joseph,MN,Minnesota,27145,Stearns,27145,Stearns,45.5609,-94.3084,7126,698,polygon,FALSE,TRUE,America/Chicago,3,56374 56301,1840008882
Waseca,Waseca,MN,Minnesota,27161,Waseca,27161,Waseca,44.0826,-93.5025,9098,872,polygon,FALSE,TRUE,America/Chicago,3,56093,1840010030
Scanlon,Scanlon,MN,Minnesota,27017,Carlton,27017,Carlton,46.7066,-92.43,965,448,polygon,FALSE,TRUE,America/Chicago,3,55720,1840008848
Brooklyn Center,Brooklyn Center,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.0681,-93.3162,31006,1495,polygon,FALSE,TRUE,America/Chicago,3,55429 55430,1840004022
Ada,Ada,MN,Minnesota,27107,Norman,27107,Norman,47.2992,-96.5165,1620,462,polygon,FALSE,TRUE,America/Chicago,3,56510,1840006617
Minnetonka,Minnetonka,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9332,-93.4617,53085,761,polygon,FALSE,TRUE,America/Chicago,3,55305 55345 55343 55391,1840007831
Kellogg,Kellogg,MN,Minnesota,27157,Wabasha,27157,Wabasha,44.3074,-91.9989,453,565,polygon,FALSE,TRUE,America/Chicago,3,55945,1840007902
Akeley,Akeley,MN,Minnesota,27057,Hubbard,27057,Hubbard,47.0005,-94.728,437,114,polygon,FALSE,TRUE,America/Chicago,3,56433,1840006627
Coleraine,Coleraine,MN,Minnesota,27061,Itasca,27061,Itasca,47.2638,-93.4524,1970,49,polygon,FALSE,TRUE,America/Chicago,3,55786 55709 55744 55722,1840006611
Nimrod,Nimrod,MN,Minnesota,27159,Wadena,27159,Wadena,46.6375,-94.8805,65,26,polygon,FALSE,TRUE,America/Chicago,3,56477,1840007735
Dassel,Dassel,MN,Minnesota,27093,Meeker,27093,Meeker,45.083,-94.315,1419,332,polygon,FALSE,TRUE,America/Chicago,3,55325,1840006733
Deerwood,Deerwood,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4729,-93.9,521,135,polygon,FALSE,TRUE,America/Chicago,3,56444,1840006645
Waltham,Waltham,MN,Minnesota,27099,Mower,27099,Mower,43.8193,-92.8746,150,121,polygon,FALSE,TRUE,America/Chicago,3,55982,1840010038
Brainerd,Brainerd,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.3553,-94.1983,19574,426,polygon,FALSE,TRUE,America/Chicago,3,56401,1840006644
Glyndon,Glyndon,MN,Minnesota,27027,Clay,27027,Clay,46.8709,-96.5784,1373,335,polygon,FALSE,TRUE,America/Chicago,3,56547,1840007730
Warba,Warba,MN,Minnesota,27061,Itasca,27061,Itasca,47.1367,-93.2657,180,21,polygon,FALSE,TRUE,America/Chicago,3,55793,1840009963
